Schlüssel WZ 2009,Ebene,Titel,Übersektor
701,3,Verwaltung und Führung von Unternehmen und Betrieben,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
701,4,Verwaltung und Führung von Unternehmen und Betrieben,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
70101,5,Managementtätigkeiten von Holdinggesellschaften,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
70109,5,Sonstige Verwaltung und Führung von Unternehmen und Betrieben,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
702,3,Public-Relations- und Unternehmensberatung,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
7021,4,Public-Relations-Beratung,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
70210,5,Public-Relations-Beratung,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
7022,4,Unternehmensberatung,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
70220,5,Unternehmensberatung,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
71,2,"Architektur- und Ingenieurbüros; technische, physikalische und chemische Untersuchung","Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
711,3,Architektur- und Ingenieurbüros,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
7111,4,Architekturbüros,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
71111,5,Architekturbüros für Hochbau,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
71112,5,Büros für Innenarchitektur,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
71113,5,"Architekturbüros für Orts-, Regional- und Landesplanung","Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
71114,5,Architekturbüros für Garten- und Landschaftsgestaltung,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
7112,4,Ingenieurbüros,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
71121,5,Ingenieurbüros für bautechnische Gesamtplanung,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
71122,5,Ingenieurbüros für technische Fachplanung und Ingenieurdesign,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
71123,5,Vermessungsbüros,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
71129,5,Sonstige Ingenieurbüros,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
712,3,"Technische, physikalische und chemische Untersuchung","Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
712,4,"Technische, physikalische und chemische Untersuchung","Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
71200,5,"Technische, physikalische und chemische Untersuchung","Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
72,2,Forschung und Entwicklung,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
721,3,"Forschung und Entwicklung im Bereich Natur-, Ingenieur-, Agrarwissenschaften und Medizin","Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
7211,4,Forschung und Entwicklung im Bereich Biotechnologie,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
72110,5,Forschung und Entwicklung im Bereich Biotechnologie,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
7219,4,"Sonstige Forschung und Entwicklung im Bereich Natur-, Ingenieur-, Agrarwissenschaften und Medizin","Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
72190,5,"Sonstige Forschung und Entwicklung im Bereich Natur-, Ingenieur-, Agrarwissenschaften und Medizin","Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
722,3,"Forschung und Entwicklung im Bereich Rechts-, Wirtschafts- und Sozialwissenschaften sowie im Bereich Sprach-, Kultur- und Kunstwissenschaften","Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
722,4,"Forschung und Entwicklung im Bereich Rechts-, Wirtschafts- und Sozialwissenschaften sowie im Bereich Sprach-, Kultur- und Kunstwissenschaften","Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
72200,5,"Forschung und Entwicklung im Bereich Rechts-, Wirtschafts- und Sozialwissenschaften sowie im Bereich Sprach-, Kultur- und Kunstwissenschaften","Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
73,2,Werbung und Marktforschung,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
731,3,Werbung,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
7311,4,Werbeagenturen,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
73110,5,Werbeagenturen,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
7312,4,Vermarktung und Vermittlung von Werbezeiten und Werbeflächen,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
73120,5,Vermarktung und Vermittlung von Werbezeiten und Werbeflächen,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
732,3,Markt- und Meinungsforschung,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
732,4,Markt- und Meinungsforschung,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
73200,5,Markt- und Meinungsforschung,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
74,2,"Sonstige freiberufliche, wissenschaftliche und technische Tätigkeiten","Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
741,3,"Ateliers für Textil-, Schmuck-, Grafik- u. ä. Design","Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
741,4,"Ateliers für Textil-, Schmuck-, Grafik- u. ä. Design","Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
74101,5,"Industrie-, Produkt- und Mode-Design","Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
74102,5,Grafik- und Kommunikationsdesign,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
74103,5,Interior Design und Raumgestaltung,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
742,3,Fotografie und Fotolabors,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
742,4,Fotografie und Fotolabors,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
74201,5,Fotografie,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
74202,5,Fotolabors,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
743,3,Übersetzen und Dolmetschen,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
743,4,Übersetzen und Dolmetschen,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
74301,5,Übersetzen,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
74302,5,Dolmetschen,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
749,3,"Sonstige freiberufliche, wissenschaftliche und technische Tätigkeiten a. n. g.","Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
749,4,"Sonstige freiberufliche, wissenschaftliche und technische Tätigkeiten a. n. g.","Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
74900,5,"Sonstige freiberufliche, wissenschaftliche und technische Tätigkeiten a. n. g.","Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
75,2,Veterinärwesen,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
75,3,Veterinärwesen,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
75,4,Veterinärwesen,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
75001,5,Tierarztpraxen,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
75009,5,Sonstiges Veterinärwesen,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
N,1,Erbringung von sonstigen wirtschaftlichen Dienstleistungen,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
77,2,Vermietung von beweglichen Sachen,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
771,3,Vermietung von Kraftwagen,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
7711,4,"Vermietung von Kraftwagen mit einem Gesamtgewicht von 3,5 t oder weniger",Erbringung von sonstigen wirtschaftlichen Dienstleistungen
77110,5,"Vermietung von Kraftwagen mit einem Gesamtgewicht von 3,5 t oder weniger",Erbringung von sonstigen wirtschaftlichen Dienstleistungen
7712,4,"Vermietung von Kraftwagen mit einem Gesamtgewicht von mehr als 3,5 t",Erbringung von sonstigen wirtschaftlichen Dienstleistungen
77120,5,"Vermietung von Kraftwagen mit einem Gesamtgewicht von mehr als 3,5 t",Erbringung von sonstigen wirtschaftlichen Dienstleistungen
772,3,Vermietung von Gebrauchsgütern,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
7721,4,Vermietung von Sport- und Freizeitgeräten,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
77210,5,Vermietung von Sport- und Freizeitgeräten,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
7722,4,Videotheken,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
77220,5,Videotheken,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
7729,4,Vermietung von sonstigen Gebrauchsgütern,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
77290,5,Vermietung von sonstigen Gebrauchsgütern,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
773,3,"Vermietung von Maschinen, Geräten und sonstigen beweglichen Sachen",Erbringung von sonstigen wirtschaftlichen Dienstleistungen
7731,4,Vermietung von landwirtschaftlichen Maschinen und Geräten,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
77310,5,Vermietung von landwirtschaftlichen Maschinen und Geräten,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
7732,4,Vermietung von Baumaschinen und -geräten,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
77320,5,Vermietung von Baumaschinen und -geräten,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
7733,4,"Vermietung von Büromaschinen, Datenverarbeitungsgeräten und -einrichtungen",Erbringung von sonstigen wirtschaftlichen Dienstleistungen
77330,5,"Vermietung von Büromaschinen, Datenverarbeitungsgeräten und -einrichtungen",Erbringung von sonstigen wirtschaftlichen Dienstleistungen
7734,4,Vermietung von Wasserfahrzeugen,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
77340,5,Vermietung von Wasserfahrzeugen,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
7735,4,Vermietung von Luftfahrzeugen,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
77350,5,Vermietung von Luftfahrzeugen,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
7739,4,"Vermietung von sonstigen Maschinen, Geräten und beweglichen Sachen a. n. g.",Erbringung von sonstigen wirtschaftlichen Dienstleistungen
77390,5,"Vermietung von sonstigen Maschinen, Geräten und beweglichen Sachen a. n. g.",Erbringung von sonstigen wirtschaftlichen Dienstleistungen
774,3,Leasing von nichtfinanziellen immateriellen Vermögensgegenständen (ohne Copyrights),Erbringung von sonstigen wirtschaftlichen Dienstleistungen
774,4,Leasing von nichtfinanziellen immateriellen Vermögensgegenständen (ohne Copyrights),Erbringung von sonstigen wirtschaftlichen Dienstleistungen
77400,5,Leasing von nichtfinanziellen immateriellen Vermögensgegenständen (ohne Copyrights),Erbringung von sonstigen wirtschaftlichen Dienstleistungen
78,2,Vermittlung und Überlassung von Arbeitskräften,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
781,3,Vermittlung von Arbeitskräften,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
781,4,Vermittlung von Arbeitskräften,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
78100,5,Vermittlung von Arbeitskräften,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
782,3,Befristete Überlassung von Arbeitskräften,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
782,4,Befristete Überlassung von Arbeitskräften,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
78200,5,Befristete Überlassung von Arbeitskräften,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
783,3,Sonstige Überlassung von Arbeitskräften,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
783,4,Sonstige Überlassung von Arbeitskräften,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
78300,5,Sonstige Überlassung von Arbeitskräften,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
79,2,"Reisebüros, Reiseveranstalter und Erbringung sonstiger Reservierungsdienstleistungen",Erbringung von sonstigen wirtschaftlichen Dienstleistungen
791,3,Reisebüros und Reiseveranstalter,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
7911,4,Reisebüros,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
79110,5,Reisebüros,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
7912,4,Reiseveranstalter,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
79120,5,Reiseveranstalter,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
799,3,Erbringung sonstiger Reservierungsdienstleistungen,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
799,4,Erbringung sonstiger Reservierungsdienstleistungen,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
79900,5,Erbringung sonstiger Reservierungsdienstleistungen,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
80,2,Wach- und Sicherheitsdienste sowie Detekteien,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
801,3,Private Wach- und Sicherheitsdienste,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
801,4,Private Wach- und Sicherheitsdienste,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
80100,5,Private Wach- und Sicherheitsdienste,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
802,3,Sicherheitsdienste mithilfe von Überwachungs- und Alarmsystemen,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
802,4,Sicherheitsdienste mithilfe von Überwachungs- und Alarmsystemen,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
80200,5,Sicherheitsdienste mithilfe von Überwachungs- und Alarmsystemen,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
803,3,Detekteien,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
803,4,Detekteien,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
80300,5,Detekteien,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
81,2,Gebäudebetreuung; Garten- und Landschaftsbau,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
811,3,Hausmeisterdienste,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
811,4,Hausmeisterdienste,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
81100,5,Hausmeisterdienste,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
812,3,"Reinigung von Gebäuden, Straßen und Verkehrsmitteln",Erbringung von sonstigen wirtschaftlichen Dienstleistungen
8121,4,Allgemeine Gebäudereinigung,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
81210,5,Allgemeine Gebäudereinigung,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
8122,4,Spezielle Reinigung von Gebäuden und Reinigung von Maschinen,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
81221,5,Schornsteinreinigung,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
81229,5,Sonstige spezielle Reinigung von Gebäuden und Maschinen,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
8129,4,Reinigung a. n. g.,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
81291,5,Reinigung von Verkehrsmitteln,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
81292,5,Desinfektion und Schädlingsbekämpfung,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
81299,5,Sonstige Reinigung a. n. g.,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
813,3,Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
813,4,Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
81301,5,Garten- und Landschaftsbau,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
81309,5,Erbringung von sonstigen gärtnerischen Dienstleistungen,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
82,2,Erbringung von wirtschaftlichen Dienstleistungen für Unternehmen und Privatpersonen a. n. g.,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
821,3,"Sekretariats- und Schreibdienste, Copy-Shops",Erbringung von sonstigen wirtschaftlichen Dienstleistungen
8211,4,Allgemeine Sekretariats- und Schreibdienste,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
82110,5,Allgemeine Sekretariats- und Schreibdienste,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
8219,4,Copy-Shops; Dokumentenvorbereitung und Erbringung sonstiger spezieller Sekretariatsdienste,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
82190,5,Copy-Shops; Dokumentenvorbereitung und Erbringung sonstiger spezieller Sekretariatsdienste,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
822,3,Call Center,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
822,4,Call Center,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
82200,5,Call Center,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
823,3,"Messe-, Ausstellungs- und Kongressveranstalter",Erbringung von sonstigen wirtschaftlichen Dienstleistungen
823,4,"Messe-, Ausstellungs- und Kongressveranstalter",Erbringung von sonstigen wirtschaftlichen Dienstleistungen
82300,5,"Messe-, Ausstellungs- und Kongressveranstalter",Erbringung von sonstigen wirtschaftlichen Dienstleistungen
829,3,Erbringung sonstiger wirtschaftlicher Dienstleistungen für Unternehmen und Privatpersonen,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
8291,4,Inkassobüros und Auskunfteien,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
82911,5,Inkassobüros,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
82912,5,Auskunfteien,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
8292,4,Abfüllen und Verpacken,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
82920,5,Abfüllen und Verpacken,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
8299,4,Erbringung sonstiger wirtschaftlicher Dienstleistungen für Unternehmen und Privatpersonen a. n. g.,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
82991,5,Versteigerungsgewerbe,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
82999,5,Erbringung von anderen wirtschaftlichen Dienstleistungen für Unternehmen und Privatpersonen a. n. g.,Erbringung von sonstigen wirtschaftlichen Dienstleistungen
O,1,"Öffentliche Verwaltung, Verteidigung; Sozialversicherung","Öffentliche Verwaltung, Verteidigung; Sozialversicherung"
84,2,"Öffentliche Verwaltung, Verteidigung; Sozialversicherung","Öffentliche Verwaltung, Verteidigung; Sozialversicherung"
841,3,Öffentliche Verwaltung,"Öffentliche Verwaltung, Verteidigung; Sozialversicherung"
8411,4,Allgemeine öffentliche Verwaltung,"Öffentliche Verwaltung, Verteidigung; Sozialversicherung"
84110,5,Allgemeine öffentliche Verwaltung,"Öffentliche Verwaltung, Verteidigung; Sozialversicherung"
8412,4,"Öffentliche Verwaltung auf den Gebieten Gesundheitswesen, Bildung, Kultur und Sozialwesen","Öffentliche Verwaltung, Verteidigung; Sozialversicherung"
84120,5,"Öffentliche Verwaltung auf den Gebieten Gesundheitswesen, Bildung, Kultur und Sozialwesen","Öffentliche Verwaltung, Verteidigung; Sozialversicherung"
8413,4,"Wirtschaftsförderung, -ordnung und -aufsicht","Öffentliche Verwaltung, Verteidigung; Sozialversicherung"
84130,5,"Wirtschaftsförderung, -ordnung und -aufsicht","Öffentliche Verwaltung, Verteidigung; Sozialversicherung"
842,3,"Auswärtige Angelegenheiten, Verteidigung, Rechtspflege, öffentliche Sicherheit und Ordnung","Öffentliche Verwaltung, Verteidigung; Sozialversicherung"
8421,4,Auswärtige Angelegenheiten,"Öffentliche Verwaltung, Verteidigung; Sozialversicherung"
84210,5,Auswärtige Angelegenheiten,"Öffentliche Verwaltung, Verteidigung; Sozialversicherung"
8422,4,Verteidigung,"Öffentliche Verwaltung, Verteidigung; Sozialversicherung"
84220,5,Verteidigung,"Öffentliche Verwaltung, Verteidigung; Sozialversicherung"
8423,4,Rechtspflege,"Öffentliche Verwaltung, Verteidigung; Sozialversicherung"
84230,5,Rechtspflege,"Öffentliche Verwaltung, Verteidigung; Sozialversicherung"
8424,4,Öffentliche Sicherheit und Ordnung,"Öffentliche Verwaltung, Verteidigung; Sozialversicherung"
84240,5,Öffentliche Sicherheit und Ordnung,"Öffentliche Verwaltung, Verteidigung; Sozialversicherung"
8425,4,Feuerwehren,"Öffentliche Verwaltung, Verteidigung; Sozialversicherung"
84250,5,Feuerwehren,"Öffentliche Verwaltung, Verteidigung; Sozialversicherung"
843,3,Sozialversicherung,"Öffentliche Verwaltung, Verteidigung; Sozialversicherung"
843,4,Sozialversicherung,"Öffentliche Verwaltung, Verteidigung; Sozialversicherung"
84300,5,Sozialversicherung,"Öffentliche Verwaltung, Verteidigung; Sozialversicherung"
P,1,Erziehung und Unterricht,Erziehung und Unterricht
85,2,Erziehung und Unterricht,Erziehung und Unterricht
851,3,Kindergärten und Vorschulen,Erziehung und Unterricht
851,4,Kindergärten und Vorschulen,Erziehung und Unterricht
85101,5,Kindergärten,Erziehung und Unterricht
85102,5,"Vorklassen, Schulkindergärten",Erziehung und Unterricht
852,3,Grundschulen,Erziehung und Unterricht
852,4,Grundschulen,Erziehung und Unterricht
85200,5,Grundschulen,Erziehung und Unterricht
853,3,Weiterführende Schulen,Erziehung und Unterricht
8531,4,Allgemein bildende weiterführende Schulen,Erziehung und Unterricht
85311,5,Allgemein bildende weiterführende Schulen Sekundarbereich I,Erziehung und Unterricht
85312,5,Allgemein bildende weiterführende Schulen Sekundarbereich II,Erziehung und Unterricht
8532,4,Berufsbildende weiterführende Schulen,Erziehung und Unterricht
85320,5,Berufsbildende weiterführende Schulen,Erziehung und Unterricht
854,3,"Tertiärer und post-sekundärer, nicht tertiärer Unterricht",Erziehung und Unterricht
8541,4,"Post-sekundärer, nicht tertiärer Unterricht",Erziehung und Unterricht
85410,5,"Post-sekundärer, nicht tertiärer Unterricht",Erziehung und Unterricht
8542,4,Tertiärer Unterricht,Erziehung und Unterricht
85421,5,Universitäten,Erziehung und Unterricht
85422,5,Allgemeine Fachhochschulen,Erziehung und Unterricht
85423,5,Verwaltungsfachhochschulen,Erziehung und Unterricht
85424,5,"Berufsakademien, Fachakademien, Schulen des Gesundheitswesens",Erziehung und Unterricht
855,3,Sonstiger Unterricht,Erziehung und Unterricht
8551,4,Sport- und Freizeitunterricht,Erziehung und Unterricht
85510,5,Sport- und Freizeitunterricht,Erziehung und Unterricht
8552,4,Kulturunterricht,Erziehung und Unterricht
85520,5,Kulturunterricht,Erziehung und Unterricht
8553,4,Fahr- und Flugschulen,Erziehung und Unterricht
85530,5,Fahr- und Flugschulen,Erziehung und Unterricht
8559,4,Sonstiger Unterricht a. n. g.,Erziehung und Unterricht
85591,5,Allgemeine und politische Erwachsenenbildung,Erziehung und Unterricht
85592,5,Berufliche Erwachsenenbildung,Erziehung und Unterricht
85599,5,Unterricht a. n. g.,Erziehung und Unterricht
856,3,Erbringung von Dienstleistungen für den Unterricht,Erziehung und Unterricht
856,4,Erbringung von Dienstleistungen für den Unterricht,Erziehung und Unterricht
85600,5,Erbringung von Dienstleistungen für den Unterricht,Erziehung und Unterricht
Q,1,Gesundheits- und Sozialwesen,Gesundheits- und Sozialwesen
86,2,Gesundheitswesen,Gesundheits- und Sozialwesen
861,3,Krankenhäuser,Gesundheits- und Sozialwesen
861,4,Krankenhäuser,Gesundheits- und Sozialwesen
86101,5,"Krankenhäuser (ohne Hochschulkliniken, Vorsorge- und Rehabilitationskliniken)",Gesundheits- und Sozialwesen
86102,5,Hochschulkliniken,Gesundheits- und Sozialwesen
86103,5,Vorsorge- und Rehabilitationskliniken,Gesundheits- und Sozialwesen
862,3,Arzt- und Zahnarztpraxen,Gesundheits- und Sozialwesen
8621,4,Arztpraxen für Allgemeinmedizin,Gesundheits- und Sozialwesen
86210,5,Arztpraxen für Allgemeinmedizin,Gesundheits- und Sozialwesen
8622,4,Facharztpraxen,Gesundheits- und Sozialwesen
86220,5,Facharztpraxen,Gesundheits- und Sozialwesen
8623,4,Zahnarztpraxen,Gesundheits- und Sozialwesen
86230,5,Zahnarztpraxen,Gesundheits- und Sozialwesen
869,3,Gesundheitswesen a. n. g.,Gesundheits- und Sozialwesen
869,4,Gesundheitswesen a. n. g.,Gesundheits- und Sozialwesen
86901,5,Praxen von psychologischen Psychotherapeutinnen und -therapeuten,Gesundheits- und Sozialwesen
86902,5,"Massagepraxen, Krankengymnastikpraxen, Praxen von medizinischen Bademeisterinnen und Bademeistern, Hebammen und Entbindungspflegern sowie von verwandten Berufen",Gesundheits- und Sozialwesen
86903,5,Heilpraktikerpraxen,Gesundheits- und Sozialwesen
86909,5,Sonstige selbstständige Tätigkeiten im Gesundheitswesen,Gesundheits- und Sozialwesen
87,2,Heime (ohne Erholungs- und Ferienheime),Gesundheits- und Sozialwesen
871,3,Pflegeheime,Gesundheits- und Sozialwesen
871,4,Pflegeheime,Gesundheits- und Sozialwesen
87100,5,Pflegeheime,Gesundheits- und Sozialwesen
872,3,"Stationäre Einrichtungen zur psychosozialen Betreuung, Suchtbekämpfung u. Ä.",Gesundheits- und Sozialwesen
872,4,"Stationäre Einrichtungen zur psychosozialen Betreuung, Suchtbekämpfung u. Ä.",Gesundheits- und Sozialwesen
87200,5,"Stationäre Einrichtungen zur psychosozialen Betreuung, Suchtbekämpfung u. Ä.",Gesundheits- und Sozialwesen
873,3,Altenheime; Alten- und Behindertenwohnheime,Gesundheits- und Sozialwesen
873,4,Altenheime; Alten- und Behindertenwohnheime,Gesundheits- und Sozialwesen
87300,5,Altenheime; Alten- und Behindertenwohnheime,Gesundheits- und Sozialwesen
879,3,Sonstige Heime (ohne Erholungs- und Ferienheime),Gesundheits- und Sozialwesen
879,4,Sonstige Heime (ohne Erholungs- und Ferienheime),Gesundheits- und Sozialwesen
87900,5,Sonstige Heime (ohne Erholungs- und Ferienheime),Gesundheits- und Sozialwesen
88,2,Sozialwesen (ohne Heime),Gesundheits- und Sozialwesen
881,3,Soziale Betreuung älterer Menschen und Behinderter,Gesundheits- und Sozialwesen
881,4,Soziale Betreuung älterer Menschen und Behinderter,Gesundheits- und Sozialwesen
88101,5,Ambulante soziale Dienste,Gesundheits- und Sozialwesen
88102,5,Sonstige soziale Betreuung älterer Menschen und Behinderter,Gesundheits- und Sozialwesen
889,3,Sonstiges Sozialwesen (ohne Heime),Gesundheits- und Sozialwesen
8891,4,Tagesbetreuung von Kindern,Gesundheits- und Sozialwesen
88910,5,Tagesbetreuung von Kindern,Gesundheits- und Sozialwesen
8899,4,Sonstiges Sozialwesen a. n. g.,Gesundheits- und Sozialwesen
88990,5,Sonstiges Sozialwesen a. n. g.,Gesundheits- und Sozialwesen
R,1,"Kunst, Unterhaltung und Erholung","Kunst, Unterhaltung und Erholung"
